Year,Month,Utility_Number,Name,State,Status,AMR_Res,AMR_Com,AMR_Ind,AMR_Tran,AMR_Total,AMI_Res,AMI_Com,AMI_Ind,AMI_Tran,AMI_Total,Non_Res,Non_Com,Non_Ind,Non_Trans,Non_Total,Total_Res,Total_Com,Total_Ind,Total_Trans,Total_Total,ES_Res,ES_Com,ES_Ind,ES_Tran,ES_Total
2016,3,9191,Idaho Power Co,ID,Final,883,114,1,.,998,"422,395","64,307","17,659",.,"504,361",922,647,850,.,"2,419","424,200","65,068","18,510",.,"507,778","374,392","298,026","253,910",.,"926,328"
2016,3,10454,Kootenai Electric Cooperative,ID,Final,.,.,.,.,0,"23,025","2,212",47,0,"25,284",.,.,.,.,0,"23,025","2,212",47,0,"25,284","25,727","7,937","2,281",0,"35,945"
2016,3,11273,Lower Valley Energy Inc,ID,Final,.,.,.,.,0,"1,295",347,38,0,"1,680",.,.,.,.,0,"1,295",347,38,0,"1,680","1,424",299,"4,503",0,"6,226"
2016,3,12692,"Missoula Electric Coop, Inc",ID,Final,37,20,0,0,57,0,0,0,0,0,0,0,0,0,0,37,20,0,0,57,0,0,0,0,0
2016,3,14354,PacifiCorp,ID,Final,"25,529","3,107","1,494",0,"30,130",.,.,.,.,0,"36,246","6,077","4,118",0,"46,441","61,775","9,184","5,612",0,"76,571",.,.,.,.,0
2016,3,16565,Salmon River Electric Coop Inc,ID,Final,.,.,.,.,0,"2,175",450,2,.,"2,627",.,.,.,.,0,"2,175",450,2,.,"2,627","2,754","1,804","3,129",.,"7,687"
2016,3,20169,Avista Corp,ID,Final,"110,589","17,399",437,.,"128,425",.,.,.,.,0,0,.,.,.,0,"110,589","17,399",437,.,"128,425",.,.,.,.,0
2016,3,22814,Raft Rural Elec Coop Inc,ID,Final,.,.,.,.,0,"1,301",320,927,.,"2,548",.,1,.,.,1,"1,301",321,927,.,"2,549","2,070","2,319",122,.,"4,510"
2016,3,4110,Commonwealth Edison Co,IL,Final,414,"2,726","1,447",126,"4,713","1,923,219","191,767","6,848",16,"2,121,850","1,819,187","271,972",.,.,"2,091,159","3,742,820","466,465","8,295",142,"4,217,722","848,615","999,049","694,070","4,593","2,546,327"
2016,3,12341,MidAmerican Energy Co,IL,Final,"74,306","10,282",0,0,"84,588",.,.,.,.,0,14,262,92,0,368,"74,320","10,544",92,0,"84,956",.,.,.,.,0
2016,3,13032,Mt Carmel Public Utility Co,IL,Final,0,0,0,.,0,0,0,0,.,0,"4,772",874,103,.,"5,749","4,772",874,103,.,"5,749",.,.,.,.,0
2016,3,56697,Ameren Illinois Company,IL,Final,"589,725","74,495",504,73,"664,797","245,853","42,679",269,.,"288,801","234,469","45,624",413,.,"280,506","1,070,047","162,798","1,186",73,"1,234,104","195,600","258,768","276,080",.,"730,448"
2016,3,261,AGC Division of APG Inc,IN,Final,.,.,5,.,5,.,.,.,.,0,.,.,.,.,0,.,.,5,.,5,.,.,.,.,0
2016,3,9273,Indianapolis Power & Light Co,IN,Final,"432,533","50,726",6,.,"483,265","29,340","3,840","5,629",.,"38,809",.,85,.,.,85,"461,873","54,651","5,635",.,"522,159","27,571","30,118","479,283",.,"536,972"
2016,3,9324,Indiana Michigan Power Co,IN,Final,"396,590","51,783","3,967",.,"452,340","8,765","1,102",48,.,"9,915",2,12,5,.,19,"405,357","52,897","4,020",.,"462,274","5,612","7,633","1,215",.,"14,460"
2016,3,13756,Northern Indiana Pub Serv Co,IN,Final,"13,775",.,.,.,"13,775",.,.,.,.,0,"405,449","57,019","2,345",1,"464,814","419,224","57,019","2,345",1,"478,589",.,.,.,.,0
2016,3,15470,"Duke Energy Indiana, LLC",IN,Final,"719,849","103,588","2,522",.,"825,959",13,"2,352","1,062",.,"3,427",0,0,0,.,0,"719,862","105,940","3,584",.,"829,386",11,"14,782","265,906",.,"280,700"
2016,3,17633,Southern Indiana Gas & Elec Co,IN,Final,0,0,0,0,0,0,0,0,0,0,"129,621","18,564",122,0,"148,307","129,621","18,564",122,0,"148,307",0,0,0,0,0
2016,3,9996,City of Kansas City - (KS),KS,Final,3,.,.,.,3,"55,936","6,601",109,.,"62,646","1,684",.,.,.,"1,684","57,623","6,601",109,.,"64,333","36,641","76,711","50,186",.,"163,538"
2016,3,10000,Kansas City Power & Light Co,KS,Final,30,137,0,0,167,"206,913","24,943",0,0,"231,856","25,899","4,645",0,0,"30,544","232,842","29,725",0,0,"262,567","146,036","223,699",0,0,"369,735"
2016,3,10005,Kansas Gas & Electric Co,KS,Final,"7,972",437,27,0,"8,436","205,539","12,862",278,0,"218,679","72,142","23,361","3,138",0,"98,641","285,653","36,660","3,443",0,"325,756","126,175","24,536","69,924",0,"220,634"
2016,3,22500,Westar Energy Inc,KS,Final,"23,059","1,173",13,0,"24,245","67,243","7,393",106,0,"74,742","235,779","40,265","1,120",0,"277,164","326,081","48,831","1,239",0,"376,151","39,790","29,622","2,247",0,"71,660"
2016,3,9964,Kenergy Corp,KY,Final,0,0,0,0,0,0,0,0,0,0,"45,859","10,872",36,0,"56,767","45,859","10,872",36,0,"56,767",0,0,0,0,0
2016,3,10171,Kentucky Utilities Co,KY,Final,"23,367","3,818",34,0,"27,219",712,15,0,0,727,"397,117","82,961","3,590",0,"483,668","421,196","86,794","3,624",0,"511,614",913,19,0,0,932
2016,3,11249,Louisville Gas & Electric Co,KY,Final,"29,566","2,618",17,0,"32,201","1,209",997,5,0,"2,211","325,581","46,810",764,0,"373,155","356,356","50,425",786,0,"407,567",973,"38,519",678,0,"40,170"
2016,3,14724,Pennyrile Rural Electric Coop,KY,Final,0,0,0,0,0,"38,042","5,102",26,0,"43,170",0,0,0,0,0,"38,042","5,102",26,0,"43,170","41,356","20,454","27,413",0,"89,223"
2016,3,17564,South Kentucky Rural E C C,KY,Final,.,.,.,.,0,"60,758","5,318",571,0,"66,647",0,0,0,0,0,"60,758","5,318",571,0,"66,647","70,552","7,059",5,0,"77,616"
2016,3,18642,Tennessee Valley Authority,KY,Final,0,0,0,0,0,0,51,15,0,66,0,0,0,0,0,0,51,15,0,66,0,"32,022","216,344",0,"248,366"
2016,3,19446,Duke Energy Kentucky,KY,Final,"89,164","13,455",301,.,"102,920","36,529","2,592",192,.,"39,313",3,3,0,.,6,"125,696","16,050",493,.,"142,239","26,947","22,545","26,474",.,"75,966"
2016,3,20130,Warren Rural Elec Coop Corp,KY,Final,"52,213","9,813",0,0,"62,026",0,0,12,0,12,0,0,0,0,0,"52,213","9,813",12,0,"62,038",0,0,"33,986",0,"33,986"
2016,3,22053,Kentucky Power Co,KY,Final,"137,923","29,750","1,181",0,"168,854",3,0,0,0,3,62,161,35,0,258,"137,988","29,911","1,216",0,"169,115",5,0,0,0,5
2016,3,49998,City of Berea Municipal Utility,KY,Final,"4,525",614,59,0,"5,198",0,0,0,0,0,0,0,0,0,0,"4,525",614,59,0,"5,198",0,0,0,0,0
2016,3,3265,Cleco Power LLC,LA,Final,.,.,.,.,0,"241,805","41,253",574,.,"283,632",264,17,0,.,281,"242,069","41,270",574,.,"283,913","221,028","192,003","139,458",.,"552,489"
2016,3,11241,Entergy Louisiana LLC,LA,Final,"19,286",434,109,.,"19,829","11,625",659,5,.,"12,289","906,390","137,176","10,890",.,"1,054,456","937,301","138,269","11,004",.,"1,086,574","10,123","4,051",53,.,"14,227"
2016,3,13478,Entergy New Orleans Inc,LA,Final,"5,895",98,28,0,"6,021","4,274",5,0,0,"4,279","169,229","18,369","2,318",20,"189,936","179,398","18,472","2,346",20,"200,236","3,770",72,0,0,"3,842"
2016,3,17698,Southwestern Electric Power Co,LA,Final,"125,800","8,464",207,0,"134,471",0,0,0,0,0,"77,401","16,629","1,781",0,"95,811","203,201","25,093","1,988",0,"230,282",0,0,0,0,0
2016,3,6374,Fitchburg Gas & Elec Light Co,MA,Final,0,15,0,0,15,"24,993","3,734",30,0,"28,757",0,1,0,0,1,"24,993","3,750",30,0,"28,773","13,679","9,259","12,503",0,"35,441"
2016,3,8774,City of Holyoke - (MA),MA,Final,"14,896","2,289",16,0,"17,201",.,.,.,.,0,6,277,49,0,332,"14,902","2,566",65,0,"17,533",.,.,.,.,0
2016,3,11804,Massachusetts Electric Co,MA,Final,"1,203,406","36,734","1,923",17,"1,242,080","14,591",445,7,3,"15,046","62,031","34,481","2,140",.,"98,652","1,280,028","71,660","4,070",20,"1,355,778","9,535","122,508",860,14,"132,916"
2016,3,13206,Nantucket Electric Co,MA,Final,"13,271",311,3,.,"13,582",.,.,.,.,0,4,9,1,.,14,"13,275",320,4,.,"13,599",.,.,.,.,0
2016,3,15748,Town of Reading - (MA),MA,Final,"26,242",550,"2,936",0,"29,728",.,.,.,.,0,.,.,.,.,0,"26,242",550,"2,936",0,"29,728",.,.,.,.,0
2016,3,20455,Western Massachusetts Electric Company,MA,Final,"192,998","22,502",865,.,"216,365",.,.,.,.,0,.,.,.,.,0,"192,998","22,502",865,.,"216,365",.,.,.,.,0
2016,3,54913,NSTAR Electric Company,MA,Final,"1,040,269","171,206","1,203",63,"1,212,741",.,.,.,.,0,.,.,.,.,0,"1,040,269","171,206","1,203",63,"1,212,741",.,.,.,.,0
2016,3,84,A & N Electric Coop,MD,Final,267,44,.,.,311,.,.,.,.,0,.,.,.,.,0,267,44,.,.,311,.,.,.,.,0
2016,3,1167,Baltimore Gas & Electric Co,MD,Final,"67,049","13,197",.,.,"80,246","1,101,136","115,819",.,.,"1,216,955","8,938","1,144","5,658",3,"15,743","1,177,123","130,160","5,658",3,"1,312,944","855,573","1,138,307",.,.,"1,993,880"
2016,3,5027,Delmarva Power,MD,Final,81,0,0,0,81,0,0,0,0,0,.,.,.,.,0,81,0,0,0,81,0,0,0,0,0
2016,3,15263,The Potomac Edison Company,MD,Final,"7,184","1,569",209,.,"8,962",.,.,.,.,0,"222,760","27,163","2,591",.,"252,514","229,944","28,732","2,800",.,"261,476",.,.,.,.,0
2016,3,15270,Potomac Electric Power Co,MD,Final,199,812,15,.,"1,026","507,384","48,059",.,.,"555,443",.,.,.,.,0,"507,583","48,871",15,.,"556,469","448,775","216,053",.,.,"664,827"
2016,3,17637,Southern Maryland Elec Coop Inc,MD,Final,"80,039","4,151",0,0,"84,190",2,852,0,0,854,"65,188","10,090",0,0,"75,278","145,229","15,093",0,0,"160,322",1,"15,076",0,0,"15,077"
2016,3,1179,Emera Maine,ME,Final,.,.,.,.,0,"101,905","18,610",41,.,"120,556","29,223","6,992",203,.,"36,418","131,128","25,602",244,.,"156,974","54,014","43,223","5,385",.,"102,622"
2016,3,3266,Central Maine Power Co,ME,Final,0,0,60,0,60,"561,797","63,191","2,627",0,"627,615","7,282","1,305",177,0,"8,764","569,079","64,496","2,864",0,"636,439","266,460","213,914","32,412",0,"512,786"
2016,3,8883,Houlton Water Company,ME,Final,0,0,0,0,0,0,0,0,0,0,"3,928","1,485",78,0,"5,491","3,928","1,485",78,0,"5,491",0,0,0,0,0
2016,3,3828,Cloverland Electric Co-op,MI,Final,"34,449","7,808",4,.,"42,261",.,.,.,.,0,.,331,.,.,331,"34,449","8,139",4,.,"42,592",.,.,.,.,0
2016,3,4254,Consumers Energy Co,MI,Final,.,.,.,.,0,"801,998","82,935",1,.,"884,934","778,951","136,988","1,624",.,"917,563","1,580,949","219,923","1,625",.,"1,802,497","471,942","80,773",2,.,"552,717"
2016,3,5109,DTE Electric Company,MI,Final,.,.,.,.,0,"2,098,461","152,334",0,2,"2,250,797","262,202","62,364",909,0,"325,475","2,360,663","214,698",909,2,"2,576,272","946,638","466,436",0,401,"1,413,475"
2016,3,9324,Indiana Michigan Power Co,MI,Final,"109,942","17,761","1,023",.,"128,726",.,.,.,.,0,1,7,2,.,10,"109,943","17,768","1,025",.,"128,736",.,.,.,.,0
2016,3,10704,City of Lansing - (MI),MI,Final,864,164,23,.,"1,051",140,.,.,.,140,"82,968","12,521",211,.,"95,700","83,972","12,685",234,.,"96,891",56,.,.,.,56
2016,3,13780,Northern States Power Co,MI,Final,"7,991","1,179",121,.,"9,291",.,.,.,.,0,0,0,1,.,1,"7,991","1,179",122,.,"9,292",.,.,.,.,0
2016,3,19578,Upper Peninsula Power Company,MI,Final,0,17,26,0,43,0,0,0,0,0,"60,034","42,628",13,0,"102,675","60,034","42,645",39,0,"102,718",0,0,0,0,0
2016,3,20847,Wisconsin Electric Power Co,MI,Final,"24,463","3,004",4,0,"27,471",0,0,0,0,0,137,113,6,0,256,"24,600","3,117",10,0,"27,727",0,0,0,0,0
2016,3,20860,Wisconsin Public Service Corp,MI,Final,"8,092","1,018",87,.,"9,197",.,.,.,.,0,.,.,.,.,0,"8,092","1,018",87,.,"9,197",.,.,.,.,0
2016,3,689,Connexus Energy,MN,Final,.,.,.,.,0,.,.,.,.,0,"117,945","11,398",399,.,"129,742","117,945","11,398",399,.,"129,742",.,.,.,.,0
2016,3,5574,East Central Energy,MN,Final,"48,295","5,228",154,0,"53,677",0,0,0,0,0,2,77,3,0,82,"48,297","5,305",157,0,"53,759",0,0,0,0,0
2016,3,10596,City of Lake Crystal - (MN),MN,Final,"1,019",175,.,.,"1,194",.,.,.,.,0,4,.,.,.,4,"1,023",175,.,.,"1,198",.,.,.,.,0
2016,3,12647,"ALLETE, Inc.",MN,Final,"83,647","14,364",206,.,"98,217","37,145","6,914",174,.,"44,233",1,39,0,.,40,"120,793","21,317",380,.,"142,490","26,517","57,949","487,774",.,"572,240"
2016,3,13781,Northern States Power Co - Minnesota,MN,Final,"1,139,496","118,616","10,830",15,"1,268,957",.,.,.,.,0,30,229,626,1,886,"1,139,526","118,845","11,456",16,"1,269,843",.,.,.,.,0
2016,3,13815,Northwestern Wisconsin Elec Co,MN,Final,49,7,0,0,56,0,0,0,0,0,6,16,0,0,22,55,23,0,0,78,0,0,0,0,0
2016,3,14232,Otter Tail Power Co,MN,Final,0,30,11,0,41,.,.,.,.,0,"62,857","16,216",47,0,"79,120","62,857","16,246",58,0,"79,161",.,.,.,.,0
2016,3,16181,Rochester Public Utilities,MN,Final,"47,217","4,801",0,0,"52,018",0,0,0,0,0,46,11,2,0,59,"47,263","4,812",2,0,"52,077",0,0,0,0,0
2016,3,17267,Sioux Valley SW Elec Coop,MN,Final,0,0,0,0,0,"3,346",361,99,0,"3,806",0,0,0,0,0,"3,346",361,99,0,"3,806","6,743",617,"3,124",0,"10,484"
2016,3,20996,Wright-Hennepin Coop Elec Assn,MN,Final,0,0,0,0,0,"60,968","2,150",92,0,"63,210",0,0,0,0,0,"60,968","2,150",92,0,"63,210","44,391","22,029","4,887",0,"71,308"
2016,3,25177,Dakota Electric Association,MN,Final,"35,598","1,909",0,.,"37,507",.,.,.,.,0,"61,166","5,565",390,.,"67,121","96,764","7,474",390,.,"104,628",.,.,.,.,0
2016,3,3093,Carroll Electric Coop Corp - (AR),MO,Final,.,.,.,.,0,"10,999",756,0,.,"11,755",.,.,.,.,0,"10,999",756,0,.,"11,755","8,132","1,427",.,.,"9,560"
2016,3,4675,Cuivre River Electric Coop Inc,MO,Final,"59,728",636,178,.,"60,542","1,327",3,0,.,"1,330",12,11,61,.,84,"61,067",650,239,.,"61,956","2,065",12,0,.,"2,077"
2016,3,9231,City of Independence - (MO),MO,Final,0,0,0,.,0,0,0,0,.,0,"51,886","5,074",12,.,"56,972","51,886","5,074",12,.,"56,972",0,0,0,.,0
2016,3,10000,Kansas City Power & Light Co,MO,Final,266,618,0,0,884,"245,762","29,824",0,0,"275,586","9,002","2,158",0,0,"11,160","255,030","32,600",0,0,"287,630","162,982","253,026",0,0,"416,008"
2016,3,12698,KCP&L Greater Missouri Operations Co.,MO,Final,0,456,.,.,456,"81,613","9,205",.,.,"90,818","195,654","27,259",.,.,"222,913","277,267","36,920",.,.,"314,187","45,737","115,003",.,.,"160,740"
2016,3,17833,City Utilities of Springfield - (MO),MO,Final,"5,673",512,1,0,"6,186","4,594",259,0,0,"4,853","87,507","14,249",262,0,"102,018","97,774","15,020",263,0,"113,057","3,408",380,0,0,"3,788"
2016,3,19436,Union Electric Co - (MO),MO,Final,"1,044,356","146,783","5,222",55,"1,196,416",.,.,.,.,0,"4,088","11,720",10,.,"15,818","1,048,444","158,503","5,232",55,"1,212,234",.,.,.,.,0
2016,3,3841,Coast Electric Power Assn,MS,Final,.,.,.,.,0,"73,937","6,888",0,.,"80,825",5,2,8,.,15,"73,942","6,890",8,.,"80,840","70,969","28,753",0,.,"99,722"
2016,3,6641,4-County Electric Power Assn,MS,Final,0,0,0,0,0,"38,437","8,691",7,0,"47,135",0,0,0,0,0,"38,437","8,691",7,0,"47,135","41,411","17,945","11,822",0,"71,177"
2016,3,12685,Entergy Mississippi Inc,MS,Final,"6,186",561,33,0,"6,780",90,0,0,0,90,"374,729","68,371","4,321",0,"447,421","381,005","68,932","4,354",0,"454,291",91,0,0,0,91
2016,3,12686,Mississippi Power Co,MS,Final,"5,732",851,73,.,"6,656",.,2,18,.,20,"147,704","32,909",374,.,"180,987","153,436","33,762",465,.,"187,663",.,"9,209","74,635",.,"83,844"
2016,3,17252,Singing River Elec Pwr Assn,MS,Final,"63,955","8,675",13,.,"72,643",.,.,.,.,0,.,.,.,.,0,"63,955","8,675",13,.,"72,643",.,.,.,.,0
2016,3,17647,Southern Pine Elec Power Assn,MS,Final,.,.,.,.,0,"61,015","5,143",47,0,"66,205",387,41,.,.,428,"61,402","5,184",47,0,"66,633","60,530","23,468","61,380",0,"145,378"
2016,3,18642,Tennessee Valley Authority,MS,Final,0,0,0,0,0,0,2,18,0,20,0,0,0,0,0,0,2,18,0,20,0,"2,357","380,450",0,"382,807"
2016,3,19273,City of Tupelo - (MS),MS,Final,0,7,4,0,11,0,0,0,0,0,0,0,0,0,0,0,7,4,0,11,0,0,0,0,0
2016,3,6395,Flathead Electric Coop Inc,MT,Final,261,100,1,.,362,"53,039","10,388",84,.,"63,511",.,.,.,.,0,"53,300","10,488",85,.,"63,873","64,474","36,112","22,074",.,"122,660"
2016,3,12087,McKenzie Electric Coop Inc,MT,Final,24,7,81,.,112,.,.,.,.,0,.,.,.,.,0,24,7,81,.,112,.,.,.,.,0
2016,3,12199,Montana-Dakota Utilities Co,MT,Final,"20,228","5,563",119,0,"25,910",.,.,.,.,0,.,.,.,.,0,"20,228","5,563",119,0,"25,910",.,.,.,.,0
2016,3,12692,"Missoula Electric Coop, Inc",MT,Final,"9,138","1,086",221,0,"10,445","3,676",242,59,0,"3,977",0,0,0,0,0,"12,814","1,328",280,0,"14,422","3,419",424,0,0,"3,843"
2016,3,12825,NorthWestern Energy LLC - (MT),MT,Final,"287,052","40,035",113,0,"327,200",0,0,0,0,0,"3,075","29,075",167,0,"32,317","290,127","69,110",280,0,"359,517",0,0,0,0,0
2016,3,19156,Powder River Energy Corp,MT,Final,45,75,62,.,182,0,0,2,.,2,0,0,0,.,0,45,75,64,.,184,0,0,"8,022",.,"8,022"
2016,3,19545,"Black Hills Power, Inc. d/b/a",MT,Final,.,.,.,.,0,12,23,5,.,40,.,.,.,.,0,12,23,5,.,40,5,13,"9,772",.,"9,790"
2016,3,19603,USBIA-Mission Valley Power,MT,Final,"14,931","3,693","1,067",0,"19,691",0,0,0,0,0,459,325,96,0,880,"15,390","4,018","1,163",0,"20,571",0,0,0,0,0
2016,3,20169,Avista Corp,MT,Final,11,20,.,.,31,.,.,.,.,0,0,0,.,.,0,11,20,.,.,31,.,.,.,.,0
2016,3,20997,Yellowstone Valley Elec Co-op,MT,Final,"17,230","1,519",205,0,"18,954",.,.,.,.,0,.,.,.,.,0,"17,230","1,519",205,0,"18,954",.,.,.,.,0
2016,3,3046,Duke Energy Progress - (NC),NC,Final,"1,145,478","181,647","1,952",.,"1,329,077",.,.,.,.,0,"7,799","14,494","1,860",.,"24,153","1,153,277","196,141","3,812",.,"1,353,230",.,.,.,.,0
2016,3,5416,"Duke Energy Carolinas, LLC",NC,Final,"1,289,122","127,427","1,120",0,"1,417,669","370,422","112,523","6,704",7,"489,656","16,421","17,442","1,438",1,"35,302","1,675,965","257,392","9,262",8,"1,942,627","332,515","1,511,115","929,522",420,"2,773,572"
2016,3,6235,Public Works Comm-City of Fayetteville,NC,Final,"16,866","3,546",9,0,"20,421","56,839","5,522",0,0,"62,361",218,285,21,.,524,"73,923","9,353",30,.,"83,306","53,244","23,245",0,0,"76,489"
2016,3,9837,Jones-Onslow Elec Member Corp,NC,Final,"66,737","1,446",0,.,"68,183",.,.,.,.,0,"2,007","2,716",4,.,"4,727","68,744","4,162",4,.,"72,910",.,.,.,.,0
2016,3,16496,Rutherford Elec Member Corp,NC,Final,.,.,.,.,0,"63,515","5,128",43,0,"68,686",.,.,.,.,0,"63,515","5,128",43,0,"68,686","80,349","12,207","15,950",.,"108,506"
2016,3,18642,Tennessee Valley Authority,NC,Final,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,368,0,0,368
2016,3,19876,Virginia Electric & Power Co,NC,Final,"102,733","9,535",1,0,"112,269",15,133,2,0,150,582,"8,292",95,0,"8,969","103,330","17,960",98,0,"121,388",13,"1,443","6,984",0,"8,440"
2016,3,24889,Brunswick Electric Member Corp,NC,Final,0,0,0,0,0,"78,902","9,635",0,0,"88,537",0,0,0,0,0,"78,902","9,635",0,0,"88,537","80,425","26,352",0,0,"106,777"
2016,3,4717,Dakota Valley Elec Coop Inc,ND,Final,"5,430",671,399,0,"6,500",0,0,0,0,0,0,0,0,0,0,"5,430",671,399,0,"6,500",0,0,0,0,0
2016,3,12087,McKenzie Electric Coop Inc,ND,Final,"4,927","6,127","1,032",.,"12,086",.,.,.,.,0,.,.,.,.,0,"4,927","6,127","1,032",.,"12,086",.,.,.,.,0
2016,3,12090,"McLean Electric Coop, Inc",ND,Final,"3,412",438,74,0,"3,924",.,.,.,.,0,2,2,4,0,8,"3,414",440,78,0,"3,932",.,.,.,.,0
2016,3,12199,Montana-Dakota Utilities Co,ND,Final,"78,637","14,069",97,0,"92,803",.,.,.,.,0,.,.,.,.,0,"78,637","14,069",97,0,"92,803",.,.,.,.,0
2016,3,12301,Nodak Electric Coop Inc,ND,Final,0,0,0,0,0,"18,660",0,568,0,"19,228",0,0,0,0,0,"18,660",0,568,0,"19,228","30,140",0,"59,079",0,"89,219"
2016,3,13196,Northern Plains Electric Coop,ND,Final,"16,192","1,674",292,0,"18,158",.,.,.,.,0,.,.,.,.,0,"16,192","1,674",292,0,"18,158",.,.,.,.,0
2016,3,13694,"North Central Elec Coop, Inc",ND,Final,"6,128","1,694",2,.,"7,824",.,.,.,.,0,.,.,.,.,0,"6,128","1,694",2,.,"7,824",.,.,.,.,0
2016,3,13781,Northern States Power Co - Minnesota,ND,Final,"81,474","11,821",884,.,"94,179",.,.,.,.,0,0,5,35,.,40,"81,474","11,826",919,.,"94,219",.,.,.,.,0
2016,3,14232,Otter Tail Power Co,ND,Final,2,15,2,0,19,.,.,.,.,0,"58,991","17,307",2,0,"76,300","58,993","17,322",4,0,"76,319",.,.,.,.,0
2016,3,19790,Verendrye Electric Coop Inc,ND,Final,.,.,.,.,0,"14,190","1,992",70,.,"16,252",0,0,0,.,0,"14,190","1,992",70,.,"16,252","18,176","12,016","18,362",.,"48,554"
2016,3,20413,Mountrail-Williams Elec Coop,ND,Final,"11,142","2,822","4,208",0,"18,172",.,.,.,.,0,.,.,.,.,0,"11,142","2,822","4,208",0,"18,172",.,.,.,.,0
2016,3,24949,Cass County Elec Coop Inc,ND,Final,27,2,0,.,29,"49,008","5,459",15,.,"54,482",12,84,7,.,103,"49,047","5,545",22,.,"54,614","45,507","35,578","2,932",.,"84,017"
2016,3,55959,Roughrider Electric Cooperativ,ND,Final,"10,688","3,801",66,0,"14,555",.,.,.,.,0,.,.,.,.,0,"10,688","3,801",66,0,"14,555",.,.,.,.,0
2016,3,4373,Cornhusker Public Power Dist,NE,Final,"6,749",446,"2,225",0,"9,420",.,.,.,.,0,300,25,68,0,393,"7,049",471,"2,293",0,"9,813",.,.,.,.,0
2016,3,4911,Dawson Power District,NE,Final,0,1,1,0,2,"15,638","1,521","5,796",0,"22,955",3,25,6,0,34,"15,641","1,547","5,803",0,"22,991","16,499","5,519","11,371",0,"33,389"
2016,3,6779,City of Fremont - (NE),NE,Final,"12,348","2,184",482,0,"15,014",.,.,.,.,0,.,.,.,.,0,"12,348","2,184",482,0,"15,014",.,.,.,.,0
2016,3,8245,City of Hastings - (NE),NE,Final,"9,368","1,859",40,0,"11,267",.,.,.,.,0,"1,585",372,0,.,"1,957","10,953","2,231",40,0,"13,224",.,.,.,.,0
2016,3,11018,Lincoln Electric System,NE,Final,"116,108","16,008",117,0,"132,233",.,.,.,.,0,"3,180",527,61,0,"3,768","119,288","16,535",178,0,"136,001",.,.,.,.,0
2016,3,11251,Loup River Public Power Dist,NE,Final,"15,047","4,111",53,.,"19,211",.,.,.,.,0,.,.,.,.,0,"15,047","4,111",53,.,"19,211",.,.,.,.,0
2016,3,12539,Midwest Electric Member Corp,NE,Final,"3,202","1,214","2,034",0,"6,450",0,0,0,0,0,0,0,0,0,0,"3,202","1,214","2,034",0,"6,450",0,0,0,0,0
2016,3,13337,Nebraska Public Power District,NE,Final,"10,893","1,505",0,.,"12,398","36,196","9,191",6,.,"45,393","22,734","6,593",59,.,"29,386","69,823","17,289",65,.,"87,177","34,144","31,991",233,.,"66,367"
2016,3,13664,Norris Public Power District,NE,Final,"1,285",189,0,0,"1,474",202,29,"1,166",0,"1,397","11,444","3,797",721,0,"15,962","12,931","4,015","1,887",0,"18,833",301,38,"22,556",0,"22,895"
2016,3,14127,Omaha Public Power District,NE,Final,"322,529","44,732",223,.,"367,484",190,319,.,.,509,.,31,121,.,152,"322,719","45,082",344,.,"368,145",143,"1,991",.,.,"2,134"
2016,3,17642,Southern Public Power District,NE,Final,"2,254",665,41,0,"2,960",0,0,0,0,0,0,0,0,0,0,"2,254",665,41,0,"2,960",0,0,0,0,0
2016,3,27058,"High West Energy, Inc",NE,Final,"1,782",61,"1,176",.,"3,019",.,.,.,.,0,.,.,.,.,0,"1,782",61,"1,176",.,"3,019",.,.,.,.,0
2016,3,40606,City of Grand Island - (NE),NE,Final,0,0,0,0,0,501,177,0,0,678,"21,030","3,671",105,0,"24,806","21,531","3,848",105,0,"25,484",326,957,0,0,"1,283"
2016,3,13441,New Hampshire Elec Coop Inc,NH,Final,23,0,0,0,23,"73,243","10,778",152,0,"84,173",.,.,.,.,0,"73,266","10,778",152,0,"84,196","41,310","16,711","8,976",0,"66,997"
2016,3,15472,Public Service Co of NH,NH,Final,"424,477","72,644","2,242",0,"499,363",0,0,0,0,0,"11,245","2,839",600,0,"14,684","435,722","75,483","2,842",0,"514,047",0,0,0,0,0
2016,3,24590,Unitil Energy Systems,NH,Final,.,40,160,.,200,"63,678","10,873",2,.,"74,553",.,.,.,.,0,"63,678","10,913",162,.,"74,753","39,936","28,170","28,508",.,"96,615"
2016,3,26510,Liberty Utilities (Granite State Electric) Corp,NH,Final,"35,860","4,999",0,0,"40,859",2,6,0,0,8,"1,127","1,890",0,0,"3,017","36,989","6,895",0,0,"43,884",1,"7,368",0,0,"7,369"
2016,3,963,Atlantic City Electric Co,NJ,Final,629,0,585,0,"1,214",0,0,0,0,0,0,0,0,0,0,629,0,585,0,"1,214",0,0,0,0,0
2016,3,9726,Jersey Central Power & Lt Co,NJ,Final,"2,522",964,275,19,"3,780",0,0,0,0,0,"997,863","126,699","2,479",0,"1,127,041","1,000,385","127,663","2,754",19,"1,130,821",0,0,0,0,0
2016,3,15477,Public Service Elec & Gas Co,NJ,Final,.,.,.,.,0,838,"11,513","1,655",5,"14,011","1,908,928","259,559","5,880",0,"2,174,367","1,909,766","271,072","7,535",5,"2,188,378",865,"1,254,986","293,872","16,952","1,566,675"
