Year,Month,Utility_Number,Name,State,Status,AMR_Res,AMR_Com,AMR_Ind,AMR_Tran,AMR_Total,AMI_Res,AMI_Com,AMI_Ind,AMI_Tran,AMI_Total,Non_Res,Non_Com,Non_Ind,Non_Trans,Non_Total,Total_Res,Total_Com,Total_Ind,Total_Trans,Total_Total,ES_Res,ES_Com,ES_Ind,ES_Tran,ES_Total
2016,6,11479,Madison Gas & Electric Co,WI,Final,"128,341","14,191",7,.,"142,539","1,262","5,204",49,.,"6,515",.,11,.,.,11,"129,603","19,406",56,.,"149,065","1,367","161,514","9,553",.,"172,434"
2016,6,13697,North Central Power Co Inc,WI,Final,0,0,0,0,0,0,0,0,0,0,"4,599",442,5,0,"5,046","4,599",442,5,0,"5,046",0,.,0,0,0
2016,6,13780,Northern States Power Co,WI,Final,"210,362","32,869","3,419",.,"246,650",.,.,.,.,0,4,226,36,.,266,"210,366","33,095","3,455",.,"246,916",.,.,.,.,0
2016,6,13815,Northwestern Wisconsin Elec Co,WI,Final,794,180,10,0,984,0,0,0,0,0,"10,007","1,326",17,0,"11,350","10,801","1,506",27,0,"12,334",0,0,0,0,0
2016,6,18336,Superior Water and Light Co,WI,Final,350,.,53,.,403,.,.,.,.,0,"12,224","2,024",61,0,"14,309","12,574","2,024",114,0,"14,712",.,.,.,.,0
2016,6,20847,Wisconsin Electric Power Co,WI,Final,"918,766","92,264",861,0,"1,011,891","81,834","27,404",0,1,"109,239",271,368,4,0,643,"1,000,871","120,036",865,1,"1,121,773","40,418","540,383",0,16,"580,817"
2016,6,20856,Wisconsin Power & Light Co,WI,Final,0,6,65,.,71,"410,478","52,815",0,.,"463,293","3,341","5,657","1,156",.,"10,154","413,819","58,478","1,221",.,"473,518","273,963","141,665",0,.,"415,628"
2016,6,20860,Wisconsin Public Service Corp,WI,Final,"388,772","54,364","1,198",.,"444,334",.,.,.,.,0,.,.,.,.,0,"388,772","54,364","1,198",.,"444,334",.,.,.,.,0
2016,6,733,Appalachian Power Co,WV,Final,"363,483","66,564","2,214",0,"432,261",712,32,0,0,744,31,76,94,0,201,"364,226","66,672","2,308",0,"433,206",740,5,0,0,745
2016,6,12796,Monongahela Power Co,WV,Final,"28,409","6,313",263,.,"34,985",.,.,.,.,0,"303,115","43,684","7,111",.,"353,910","331,524","49,997","7,374",.,"388,895",.,.,.,.,0
2016,6,15263,The Potomac Edison Company,WV,Final,"6,040",991,79,.,"7,110",.,.,.,.,0,"114,458","16,129","1,896",.,"132,483","120,498","17,120","1,975",.,"139,593",.,.,.,.,0
2016,6,20521,Wheeling Power Co,WV,Final,"35,695","6,300",269,0,"42,264",15,0,0,0,15,0,14,4,0,18,"35,710","6,314",273,0,"42,297",10,0,0,0,10
2016,6,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,WY,Final,.,.,.,.,0,"36,051","4,794",4,.,"40,849",.,.,.,.,0,"36,051","4,794",4,.,"40,849","21,079","46,396","52,649",.,"120,124"
2016,6,7222,City of Gillette - (WY),WY,Final,"13,112","1,684",0,0,"14,796",.,.,.,.,0,47,860,0,0,907,"13,159","2,544",0,0,"15,703",.,.,.,.,0
2016,6,8566,High Plains Power Inc,WY,Final,"12,173",443,413,.,"13,029",.,.,.,.,0,471,46,90,.,607,"12,644",489,503,.,"13,636",.,.,.,.,0
2016,6,11273,Lower Valley Energy Inc,WY,Final,.,.,.,.,0,"19,302","5,874",142,0,"25,318",.,.,.,.,0,"19,302","5,874",142,0,"25,318","23,170","18,984","2,564",0,"44,718"
2016,6,12199,Montana-Dakota Utilities Co,WY,Final,"13,156","2,562",15,0,"15,733",.,.,.,.,0,.,.,.,.,0,"13,156","2,562",15,0,"15,733",.,.,.,.,0
2016,6,12825,NorthWestern Energy LLC - (MT),WY,Final,180,291,0,0,471,0,0,0,0,0,2,187,0,0,189,182,478,0,0,660,0,0,0,0,0
2016,6,14354,PacifiCorp,WY,Final,"114,447","20,140","2,026",0,"136,613",.,.,.,.,0,140,"3,802",865,0,"4,807","114,587","23,942","2,891",0,"141,420",.,.,.,.,0
2016,6,19156,Powder River Energy Corp,WY,Final,"14,879","8,267","3,517",.,"26,663",0,0,21,.,21,6,5,4,.,15,"14,885","8,272","3,542",.,"26,699",0,0,"75,565",.,"75,565"
2016,6,19545,"Black Hills Power, Inc. d/b/a",WY,Final,.,.,.,.,0,"2,084",611,11,0,"2,706",.,.,.,.,0,"2,084",611,11,0,"2,706","1,620","2,276","9,680",0,"13,576"
2016,6,27058,"High West Energy, Inc",WY,Final,"4,682",20,"1,171",.,"5,873",.,.,.,.,0,.,.,.,.,0,"4,682",20,"1,171",.,"5,873",.,.,.,.,0
2016,7,213,Alaska Electric Light&Power Co,AK,Final,"13,871","1,681",168,0,"15,720",0,0,0,0,0,"1,039",439,50,0,"1,528","14,910","2,120",218,0,"17,248",0,0,0,0,0
2016,7,219,Alaska Power and Telephone Co,AK,Final,"5,553","2,371",.,.,"7,924",.,.,.,.,0,.,.,.,.,0,"5,553","2,371",.,.,"7,924",.,.,.,.,0
2016,7,221,"Alaska Village Elec Coop, Inc",AK,Final,"7,742","3,064",.,.,"10,806",.,.,.,.,0,.,.,.,.,0,"7,742","3,064",.,.,"10,806",.,.,.,.,0
2016,7,599,Anchorage Municipal Light and Power,AK,Final,"24,081","6,311",.,.,"30,392",.,.,.,.,0,.,31,.,.,31,"24,081","6,342",.,.,"30,423",.,.,.,.,0
2016,7,3522,Chugach Electric Assn Inc,AK,Final,"48,234","7,360",.,.,"55,594","27,483","2,026",8,.,"29,517",126,422,3,.,551,"75,843","9,808",11,.,"85,662","13,258","10,786","4,510",.,"28,554"
2016,7,7353,Golden Valley Elec Assn Inc,AK,Final,"38,913","6,520",515,.,"45,948",.,.,.,.,0,.,.,.,.,0,"38,913","6,520",515,.,"45,948",.,.,.,.,0
2016,7,10210,Ketchikan Public Utilities,AK,Final,0,0,0,0,0,"4,413",401,0,0,"4,814","2,023",899,15,0,"2,937","6,436","1,300",15,0,"7,751","3,257",390,0,0,"3,647"
2016,7,10433,Kodiak Electric Assn Inc,AK,Final,"4,657",981,106,0,"5,744",.,.,.,.,0,117,62,0,0,179,"4,774","1,043",106,0,"5,923",.,.,.,.,0
2016,7,10451,Kotzebue Electric Assn Inc,AK,Final,73,6,0,0,79,985,73,0,0,"1,058",79,52,0,0,131,"1,137",131,0,0,"1,268",587,0,0,0,587
2016,7,11824,Matanuska Electric Assn Inc,AK,Final,"25,677","3,644",0,0,"29,321","26,901","2,526",0,0,"29,427","4,211",0,0,0,"4,211","56,789","6,170",0,0,"62,959","13,721","13,038",0,0,"26,759"
2016,7,19558,Homer Electric Assn Inc,AK,Final,"26,400","3,222",17,.,"29,639",76,11,0,.,87,86,740,7,.,833,"26,562","3,973",24,.,"30,559",10,1,0,.,11
2016,7,195,Alabama Power Co,AL,Final,.,.,.,.,0,"1,256,231","175,733","6,085",.,"1,438,049",.,.,.,.,0,"1,256,231","175,733","6,085",.,"1,438,049","1,982,581","1,340,002","1,912,711",.,"5,235,294"
2016,7,4958,Decatur Utilities,AL,Final,"9,890","1,091",0,0,"10,981",497,31,6,0,534,0,0,0,0,0,"10,387","1,122",6,0,"11,515",837,79,"41,120",0,"42,037"
2016,7,9094,City of Huntsville - (AL),AL,Final,0,0,0,0,0,0,10,6,0,16,0,0,0,0,0,0,10,6,0,16,0,"2,248","22,529",0,"24,777"
2016,7,9739,Joe Wheeler Elec Member Corp,AL,Final,0,0,0,0,0,"34,886","8,087",20,0,"42,993",0,0,0,0,0,"34,886","8,087",20,0,"42,993","55,857","26,102","72,612",0,"154,571"
2016,7,17252,Singing River Elec Pwr Assn,AL,Final,310,17,.,.,327,.,.,.,.,0,.,.,.,.,0,310,17,.,.,327,.,.,.,.,0
2016,7,18642,Tennessee Valley Authority,AL,Final,0,0,0,0,0,0,2,27,0,29,0,0,0,0,0,0,2,27,0,29,0,"40,474","389,679",0,"430,153"
2016,7,814,Entergy Arkansas Inc,AR,Final,"18,245",751,208,.,"19,204",0,0,"1,026",.,"1,026","588,186","93,541","29,132",1,"710,860","606,431","94,292","30,366",1,"731,090",0,0,"6,489",.,"6,489"
2016,7,817,Arkansas Valley Elec Coop Corp,AR,Final,.,.,.,.,0,"50,490","3,693",28,.,"54,211",.,.,.,.,0,"50,490","3,693",28,.,"54,211","77,757","17,241","22,921",.,"117,919"
2016,7,3093,Carroll Electric Coop Corp - (AR),AR,Final,.,.,.,.,0,"77,539","5,425",38,.,"83,002",0,0,3,.,3,"77,539","5,425",41,.,"83,005","132,374","35,587","13,832",.,"181,793"
2016,7,6342,First Electric Coop Corp,AR,Final,0,0,0,0,0,"85,043","5,789","2,471",0,"93,303",0,0,0,0,0,"85,043","5,789","2,471",0,"93,303","133,129","21,014","31,241",0,"185,385"
2016,7,12681,Mississippi County Electric Co,AR,Final,"3,085",623,825,.,"4,533",.,.,.,.,0,279,53,80,.,412,"3,364",676,905,.,"4,945",.,.,.,.,0
2016,7,13718,City of North Little Rock - (AR),AR,Final,26,0,0,0,26,"31,914","4,625",140,1,"36,680","1,372",272,0,0,"1,644","33,312","4,897",140,1,"38,350","47,444","27,460","12,690",32,"87,626"
2016,7,14063,Oklahoma Gas & Electric Co,AR,Final,0,0,0,0,0,"57,235","10,909",432,0,"68,576",0,0,0,0,0,"57,235","10,909",432,0,"68,576","86,125","92,903","114,218",0,"293,245"
2016,7,17698,Southwestern Electric Power Co,AR,Final,"98,841","7,225",174,0,"106,240",0,0,0,0,0,599,"10,623",414,0,"11,636","99,440","17,848",588,0,"117,876",0,0,0,0,0
2016,7,176,Ajo Improvement Co,AZ,Final,741,211,.,.,952,.,.,.,.,0,.,.,.,.,0,741,211,.,.,952,.,.,.,.,0
2016,7,803,Arizona Public Service Co,AZ,Final,270,35,0,.,305,"1,061,100","123,131","3,625",0,"1,187,856",.,.,.,.,0,"1,061,370","123,166","3,625",0,"1,188,161","1,852,337","1,052,297","59,734",0,"2,964,368"
2016,7,12919,Morenci Water and Electric,AZ,Final,"2,321",221,.,.,"2,542",.,.,.,.,0,6,100,2,.,108,"2,327",321,2,.,"2,650",.,.,.,.,0
2016,7,13314,Navajo Tribal Utility Authority,AZ,Final,.,.,.,.,0,"25,574","3,228",2,.,"28,804",.,.,.,.,0,"25,574","3,228",2,.,"28,804","11,591","21,526",5,.,"33,122"
2016,7,16572,Salt River Project,AZ,Final,3,0,0,.,3,"800,073","95,862",15,6,"895,956","150,945",348,1,.,"151,294","951,021","96,210",16,6,"1,047,253","1,101,390","936,568","79,951",490,"2,118,399"
2016,7,19189,Trico Electric Cooperative Inc,AZ,Final,680,17,0,.,697,"41,774","2,364",33,.,"44,171",3,0,0,.,3,"42,457","2,381",33,.,"44,871","57,248","20,170","3,479",.,"80,897"
2016,7,19728,"UNS Electric, Inc",AZ,Final,"83,526","8,557",0,0,"92,083",28,88,27,0,143,705,"1,845",8,0,"2,558","84,259","10,490",35,0,"94,784",78,"2,298","7,876",0,"10,252"
2016,7,21538,"Mohave Electric Cooperative, I",AZ,Final,.,.,.,.,0,"33,621","3,985",.,.,"37,606","2,513",138,20,.,"2,671","36,134","4,123",20,.,"40,277","50,211","19,748",.,.,"69,959"
2016,7,24211,Tucson Electric Power Co,AZ,Final,"386,066","38,955",383,0,"425,404",0,1,51,0,52,"3,506",789,407,0,"4,702","389,572","39,745",841,0,"430,158",0,2,"22,563",0,"22,565"
2016,7,25866,Ak-Chin Electric Utility Authority,AZ,Final,302,119,29,.,450,.,.,.,.,0,.,.,.,.,0,302,119,29,.,450,.,.,.,.,0
2016,7,4390,City of Corona - (CA),CA,Final,991,504,8,0,"1,503",0,0,0,0,0,0,0,0,0,0,991,504,8,0,"1,503",0,0,0,0,0
2016,7,9216,Imperial Irrigation District,CA,Final,"43,952","5,715",537,0,"50,204","46,680","5,616",116,0,"52,412","38,418","10,462",819,0,"49,699","129,050","21,793","1,472",0,"152,315","81,759","64,800",196,0,"146,755"
2016,7,11208,Los Angeles Department of Water & Power,CA,Final,"349,974","64,230","6,260",37,"420,501","2,642","4,802",734,34,"8,212","1,055,335","76,550","7,924",60,"1,139,869","1,407,951","145,582","14,918",131,"1,568,582","13,691","383,930","32,905","6,364","436,890"
2016,7,12745,Modesto Irrigation District,CA,Final,.,.,.,.,0,"97,152","24,112",155,0,"121,419",.,.,.,.,0,"97,152","24,112",155,0,"121,419","94,735","84,576","67,985",0,"247,296"
2016,7,14328,Pacific Gas & Electric Co,CA,Final,0,0,0,0,0,"4,600,366","566,898","1,307",0,"5,168,571","89,479","43,892","11,814",.,"145,185","4,689,845","610,790","13,121",0,"5,313,756","2,916,856","3,348,888","1,329,655",0,"7,595,400"
2016,7,14354,PacifiCorp,CA,Final,"5,609","1,238",105,0,"6,952",0,0,0,0,0,"30,237","6,508","2,042",0,"38,787","35,846","7,746","2,147",0,"45,739",.,.,.,.,0
2016,7,14534,City of Pasadena - (CA),CA,Final,"54,836","8,426",.,.,"63,262",.,.,.,.,0,150,60,.,.,210,"54,986","8,486",.,.,"63,472",.,.,.,.,0
2016,7,16534,Sacramento Municipal Util Dist,CA,Final,.,.,.,.,0,"549,021","67,235","2,598",39,"618,893",477,14,20,.,511,"549,498","67,249","2,618",39,"619,404","542,820","352,537","161,918","2,580","1,059,855"
2016,7,16609,San Diego Gas & Electric Co,CA,Final,7,88,35,0,130,"1,258,617","137,549",567,274,"1,397,007","2,275",14,0,0,"2,289","1,260,899","137,651",602,274,"1,399,426","615,524","668,101","354,499","4,893","1,643,017"
2016,7,16655,City of Santa Clara - (CA),CA,Final,"8,745",211,2,0,"8,958",0,0,0,0,0,"26,259","2,824","1,418",1,"30,502","35,004","3,035","1,420",1,"39,460",0,0,0,0,0
2016,7,17609,Southern California Edison Co,CA,Final,"4,932","13,854","3,801",32,"22,619","4,413,911","595,767","45,570",11,"5,055,259","19,406","3,420","1,093",0,"23,919","4,438,249","613,041","50,464",43,"5,101,797","2,895,664","2,496,225","143,983",64,"5,535,936"
2016,7,17612,Bear Valley Electric Service,CA,Final,"22,379","1,499",0,0,"23,878",0,0,0,0,0,59,57,7,0,123,"22,438","1,556",7,0,"24,001",0,0,0,0,0
2016,7,18260,Surprise Valley Electrification,CA,Final,0,0,0,0,0,0,0,0,0,0,"2,824",897,879,0,"4,600","2,824",897,879,0,"4,600",0,0,0,0,0
2016,7,19281,Turlock Irrigation District,CA,Final,"68,851","8,020","3,785",.,"80,656",.,.,.,.,0,"2,235",121,97,.,"2,453","71,086","8,141","3,882",.,"83,109",.,.,.,.,0
2016,7,19840,"Valley Electric Assn, Inc",CA,Final,12,2,30,0,44,0,0,0,0,0,0,0,0,0,0,12,2,30,0,44,0,0,0,0,0
2016,7,3989,City of Colorado Springs - (CO),CO,Final,"182,296","26,501",0,0,"208,797","8,312","2,867","1,458",0,"12,637",24,0,0,0,24,"190,632","29,368","1,458",0,"221,458","4,791","51,974","192,233",0,"248,998"
2016,7,6604,City of Fort Collins - (CO),CO,Final,0,0,0,0,0,"62,535","7,718",12,0,"70,265",218,2,0,0,220,"62,753","7,720",12,0,"70,485","48,000","47,115","43,987",0,"139,102"
2016,7,9336,Intermountain Rural Elec Assn,CO,Final,"137,553","12,374",60,0,"149,987",.,.,.,.,0,.,.,.,.,0,"137,553","12,374",60,0,"149,987",.,.,.,.,0
2016,7,10066,K C Electric Association,CO,Final,.,.,.,.,0,"3,276","2,482",728,.,"6,486",.,.,.,.,0,"3,276","2,482",728,.,"6,486","3,980","8,375","18,226",.,"30,581"
2016,7,12866,Moon Lake Electric Assn Inc,CO,Final,"1,494",648,75,0,"2,217",0,0,0,0,0,32,20,3,0,55,"1,526",668,78,0,"2,272",0,0,0,0,0
2016,7,15257,"Poudre Valley Associated Services, Inc.",CO,Final,2,0,14,0,16,"34,443","4,057",686,0,"39,186",177,5,3,0,185,"34,622","4,062",703,0,"39,387","36,667","20,668","6,735",0,"64,070"
2016,7,15466,Public Service Co of Colorado,CO,Final,"1,049,636","92,095","2,740",.,"1,144,471","15,301","1,763",56,.,"17,120","122,285","64,228","2,128",.,"188,641","1,187,222","158,086","4,924",.,"1,350,232","8,941","14,329",563,.,"23,833"
2016,7,16603,"San Luis Valley R E C, Inc",CO,Final,"1,991",178,1,0,"2,170","5,183",980,"2,153",0,"8,316","1,272",195,484,0,"1,951","8,446","1,353","2,638",0,"12,437","2,630","2,264","18,383",0,"23,276"
2016,7,19499,"United Power, Inc",CO,Final,109,4,0,0,113,"28,661","4,350",484,0,"33,495","39,439","5,035",216,0,"44,690","68,209","9,389",700,0,"78,298","31,196","33,282","58,032",0,"122,510"
2016,7,27058,"High West Energy, Inc",CO,Final,632,19,339,.,990,.,.,.,.,0,.,.,.,.,0,632,19,339,.,990,.,.,.,.,0
2016,7,56146,Black Hills/Colorado Elec.Util,CO,Final,.,.,.,.,0,"82,683","11,850",59,0,"94,592",.,.,.,.,0,"82,683","11,850",59,0,"94,592","69,984","86,071","39,665",.,"195,720"
2016,7,4176,Connecticut Light & Power Co,CT,Final,"1,145,511","110,895","3,781",2,"1,260,189",0,0,0,0,0,13,3,0,0,16,"1,145,524","110,898","3,781",2,"1,260,205",0,0,0,0,0
2016,7,7716,Groton Dept of Utilities - (CT),CT,Final,"12,575",742,4,.,"13,321",.,.,.,.,0,259,474,23,.,756,"12,834","1,216",27,.,"14,077",.,.,.,.,0
2016,7,19497,United Illuminating Co,CT,Final,"115,671","27,685","1,062",1,"144,419","193,634","5,253",44,.,"198,931",.,.,.,.,0,"309,305","32,938","1,106",1,"343,350","167,032","87,228","19,936",.,"274,196"
2016,7,20038,Town of Wallingford - (CT),CT,Final,"7,459",432,0,0,"7,891",0,0,0,0,0,"13,732","3,043",26,0,"16,801","21,191","3,475",26,0,"24,692",0,0,0,0,0
2016,7,15270,Potomac Electric Power Co,DC,Final,935,"1,165",3,.,"2,103","252,040","25,958",.,.,"277,998",.,.,.,.,0,"252,975","27,123",3,.,"280,101","228,956","209,710",.,.,"438,666"
2016,7,5027,Delmarva Power,DE,Final,61,0,0,0,61,"262,535","31,003",125,0,"293,663",.,.,.,0,0,"262,596","31,003",125,0,"293,724","278,838","109,528","1,079",0,"389,445"
2016,7,5070,Delaware Electric Cooperative,DE,Final,"80,902","6,996",.,.,"87,898",.,.,.,.,0,584,"2,376",.,.,"2,960","81,486","9,372",.,.,"90,858",.,.,.,.,0
2016,7,5335,City of Dover - (DE),DE,Final,"20,091","3,366",42,0,"23,499",.,.,.,.,0,.,.,.,.,0,"20,091","3,366",42,0,"23,499",.,.,.,.,0
2016,7,13519,City of Newark - (DE),DE,Final,.,.,.,.,0,"11,236","1,448",56,.,"12,740",.,.,.,.,0,"11,236","1,448",56,.,"12,740","7,770","6,407","24,377",.,"38,554"
2016,7,6452,Florida Power & Light Co,FL,Final,624,30,1,.,655,"4,338,443","564,961","11,871",.,"4,915,275","23,971","15,492",427,27,"39,917","4,363,038","580,483","12,299",27,"4,955,847","6,516,975","3,760,550","69,809",.,"10,347,334"
2016,7,6455,"Duke Energy Florida, LLC",FL,Final,"1,540,056","101,919",366,0,"1,642,341","1,103","74,557","1,581",0,"77,241","3,629","10,585",209,0,"14,423","1,544,788","187,061","2,156",0,"1,734,005","3,067","995,746","52,264",0,"1,051,077"
2016,7,6457,Florida Public Utilities Co,FL,Final,"8,810","1,136",0,0,"9,946",0,0,0,0,0,"15,425","3,229",2,0,"18,656","24,235","4,365",2,0,"28,602",0,0,0,0,0
2016,7,7801,Gulf Power Co,FL,Final,0,0,0,0,0,"395,355","48,107",240,0,"443,702",107,0,0,0,107,"395,462","48,107",240,0,"443,809","649,462","396,093","183,060",0,"1,228,615"
2016,7,9617,JEA,FL,Final,"239,633","53,879",536,1,"294,049","168,133",.,.,.,"168,133",376,271,.,.,647,"408,142","54,150",536,1,"462,829","218,695",.,.,.,"218,695"
2016,7,18454,Tampa Electric Co,FL,Final,"642,350","28,296",270,.,"670,916","2,154",.,.,.,"2,154","1,961","54,365","1,345",.,"57,671","646,465","82,661","1,615",.,"730,741",1,.,.,.,1
2016,7,3408,City of Chattanooga - (TN),GA,Final,0,0,0,0,0,"9,429","1,092",0,0,"10,521",0,0,0,0,0,"9,429","1,092",0,0,"10,521","14,572","4,930",0,0,"19,502"
2016,7,3916,Cobb Electric Membership Corp,GA,Final,.,.,.,.,0,"175,891","18,095",98,.,"194,084","5,328","3,470",0,.,"8,798","181,219","21,565",98,.,"202,882","347,619","119,898","16,837",.,"484,354"
2016,7,7140,Georgia Power Co,GA,Final,.,.,.,.,0,"2,137,958","270,245","9,517",1,"2,417,721",.,.,.,.,0,"2,137,958","270,245","9,517",1,"2,417,721","3,079,437","3,132,021","2,062,733","14,652","8,288,843"
2016,7,9601,Jackson Electric Member Corp - (GA),GA,Final,.,.,.,.,0,"199,911","16,424",178,0,"216,513",36,13,8,0,57,"199,947","16,437",186,0,"216,570","338,497","137,299","57,081",0,"532,877"
2016,7,8287,Hawaii Electric Light Co Inc,HI,Final,"12,612","2,177",0,0,"14,789",.,.,.,.,0,"58,891","10,440",90,0,"69,421","71,503","12,617",90,0,"84,210",.,.,.,.,0
2016,7,10071,Kauai Island Utility Cooperative,HI,Final,"1,103",87,0,0,"1,190","26,405","4,352",111,0,"30,868","1,071",144,8,0,"1,223","28,579","4,583",119,0,"33,281","13,422","9,518","11,781",0,"34,722"
2016,7,11843,Maui Electric Co Ltd,HI,Final,"6,217",585,.,.,"6,802",.,1,29,.,30,"54,187","9,363",132,.,"63,682","60,404","9,949",161,.,"70,514",.,3,"11,863",.,"11,867"
2016,7,19547,Hawaiian Electric Co Inc,HI,Final,"14,562",979,.,.,"15,541",.,.,.,.,0,"255,295","31,972",513,.,"287,780","269,857","32,951",513,.,"303,321",.,.,.,.,0
2016,7,471,Amana Society Service Co,IA,Final,706,180,1,0,887,.,.,.,.,0,.,.,.,.,0,706,180,1,0,887,.,.,.,.,0
2016,7,9417,Interstate Power and Light Co,IA,Final,"5,393",887,107,.,"6,387",.,.,.,.,0,"396,142","82,533","1,401",.,"480,076","401,535","83,420","1,508",.,"486,463",.,.,.,.,0
2016,7,12341,MidAmerican Energy Co,IA,Final,"574,089","90,760",739,0,"665,588",.,.,.,.,0,222,828,"1,220",0,"2,270","574,311","91,588","1,959",0,"667,858",.,.,.,.,0
2016,7,9187,City of Idaho Falls - (ID),ID,Final,0,0,0,0,0,"23,149","4,165",7,0,"27,321",6,0,0,0,6,"23,155","4,165",7,0,"27,327","16,565","26,141","7,429",0,"50,135"
2016,7,9191,Idaho Power Co,ID,Final,881,119,1,.,"1,001","425,606","64,736","17,854",.,"508,196",927,643,867,.,"2,437","427,414","65,498","18,722",.,"511,634","452,949","329,766","656,466",.,"1,439,181"
2016,7,10454,Kootenai Electric Cooperative,ID,Final,.,.,.,.,0,"23,290","2,228",46,0,"25,564",.,.,.,.,0,"23,290","2,228",46,0,"25,564","19,096","9,352","3,163",0,"31,611"
2016,7,11273,Lower Valley Energy Inc,ID,Final,.,.,.,.,0,"1,314",344,39,0,"1,697",.,.,.,.,0,"1,314",344,39,0,"1,697",810,309,"2,125",0,"3,244"
2016,7,12692,"Missoula Electric Coop, Inc",ID,Final,37,20,0,0,57,0,0,0,0,0,0,0,0,0,0,37,20,0,0,57,0,0,0,0,0
2016,7,14354,PacifiCorp,ID,Final,"26,308","3,250","1,649",0,"31,207",0,0,0,0,0,"35,579","5,971","4,031",0,"45,581","61,887","9,221","5,680",0,"76,788",.,.,.,.,0
2016,7,16565,Salmon River Electric Coop Inc,ID,Final,.,.,.,.,0,"2,179",455,203,.,"2,837",.,.,.,.,0,"2,179",455,203,.,"2,837","1,828","1,575","5,131",.,"8,534"
2016,7,20169,Avista Corp,ID,Final,"110,290","17,534",440,0,"128,264",0,0,0,0,0,0,0,0,0,0,"110,290","17,534",440,0,"128,264",0,0,0,0,0
2016,7,22814,Raft Rural Elec Coop Inc,ID,Final,.,.,.,.,0,"1,300",321,929,.,"2,550",.,1,.,.,1,"1,300",322,929,.,"2,551","2,071","2,358","33,611",.,"38,040"
2016,7,4110,Commonwealth Edison Co,IL,Final,345,"2,413","1,181",121,"4,060","2,281,499","240,470","9,497",34,"2,531,500","1,457,773","219,646",.,.,"1,677,419","3,739,617","462,529","10,678",155,"4,212,979","1,865,634","1,481,180","1,111,291","11,825","4,469,930"
2016,7,12341,MidAmerican Energy Co,IL,Final,"74,126","10,406",0,0,"84,532",.,.,.,.,0,13,271,85,0,369,"74,139","10,677",85,0,"84,901",.,.,.,.,0
2016,7,13032,Mt Carmel Public Utility Co,IL,Final,0,0,0,0,0,0,0,0,0,0,"4,759",874,104,0,"5,737","4,759",874,104,0,"5,737",0,0,0,0,0
2016,7,56697,Ameren Illinois Company,IL,Final,"586,547","74,360",507,73,"661,487","290,061","51,072",343,0,"341,476","180,967","37,197",346,0,"218,510","1,057,575","162,629","1,196",73,"1,221,473","351,242","404,861","376,991",0,"1,133,094"
2016,7,261,AGC Division of APG Inc,IN,Final,.,.,5,.,5,.,.,.,.,0,.,.,.,.,0,.,.,5,.,5,.,.,.,.,0
2016,7,9273,Indianapolis Power & Light Co,IN,Final,"432,998","50,640",6,.,"483,644","33,813","4,004","5,232",.,"43,049",.,85,.,.,85,"466,811","54,729","5,238",.,"526,778","29,849","37,814","538,487",.,"606,150"
2016,7,9324,Indiana Michigan Power Co,IN,Final,"397,512","51,821","3,942",0,"453,275","8,839","1,087",44,0,"9,970",2,8,7,0,17,"406,353","52,916","3,993",0,"463,262","6,458","8,866","1,401",0,"16,725"
2016,7,13756,Northern Indiana Pub Serv Co,IN,Final,"14,545",.,.,.,"14,545",.,.,.,.,0,"405,765","57,172","2,339",1,"465,277","420,310","57,172","2,339",1,"479,822",.,.,.,.,0
2016,7,15470,"Duke Energy Indiana, LLC",IN,Final,"722,490","103,708","2,515",.,"828,713",166,"2,417","1,061",.,"3,644",0,0,0,.,0,"722,656","106,125","3,576",.,"832,357",206,"18,219","273,417",.,"291,842"
2016,7,17633,Southern Indiana Gas & Elec Co,IN,Final,0,0,0,0,0,0,0,0,0,0,"129,691","18,618",121,0,"148,430","129,691","18,618",121,0,"148,430",0,0,0,0,0
2016,7,9996,City of Kansas City - (KS),KS,Final,2,.,.,.,2,"56,351","6,649",108,.,"63,108","1,557",.,.,.,"1,557","57,910","6,649",108,.,"64,667","70,427","91,311","49,286",.,"211,024"
2016,7,10000,Kansas City Power & Light Co,KS,Final,38,149,.,.,187,"207,390","25,134",.,.,"232,524","25,947","4,676",.,.,"30,623","233,375","29,959",.,.,"263,334","317,002","303,517",.,.,"620,519"
2016,7,10005,Kansas Gas & Electric Co,KS,Final,"5,069",362,23,.,"5,454","233,849","20,473",796,.,"255,118","47,595","15,864","2,632",.,"66,091","286,513","36,699","3,451",.,"326,663","324,303","77,026","97,216",.,"498,545"
2016,7,22500,Westar Energy Inc,KS,Final,"22,320","1,163",17,.,"23,500","91,388","12,019",229,.,"103,636","219,838","35,785","1,010",.,"256,633","333,546","48,967","1,256",.,"383,769","108,279","72,085","11,128",.,"191,491"
